work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,3,2,4,289800,19,289800,75,0,70,1
2023,3,2,4,214000,19,214000,75,0,70,1
2023,3,2,4,179820,19,179820,75,0,70,1
2023,3,2,4,143860,19,143860,75,0,70,1
2023,3,2,69,283200,19,283200,75,100,70,1
2023,3,2,69,188800,19,188800,75,100,70,1
2023,3,2,4,214200,19,214200,75,0,70,1
2023,3,2,33,185900,19,185900,75,0,70,1
2023,3,2,33,129300,19,129300,75,0,70,1
2023,3,2,33,252000,19,252000,75,0,70,1
2023,3,2,33,129000,19,129000,75,0,70,1
2023,2,2,29,155000,19,155000,75,0,70,1
2023,2,2,29,140000,19,140000,75,0,70,1
2023,3,2,33,161800,19,161800,75,100,70,1
2023,3,2,33,141600,19,141600,75,100,70,1
2023,3,2,69,342300,19,342300,75,0,70,0
2023,3,2,69,176100,19,176100,75,0,70,0
2023,2,2,33,100000,19,100000,75,100,70,1
2023,2,2,33,70000,19,70000,75,100,70,1
2023,0,2,33,85000,19,85000,75,0,70,1
2023,0,2,33,65000,19,65000,75,0,70,1
2023,3,2,47,138784,19,138784,75,100,70,1
2023,3,2,47,83270,19,83270,75,100,70,1
2023,0,2,25,75000,19,75000,75,0,70,1
2023,0,2,25,70000,19,70000,75,0,70,1
2023,3,2,25,204500,19,204500,75,0,70,1
2023,3,2,25,138900,19,138900,75,0,70,1
2023,3,2,69,318300,19,318300,75,100,70,1
2023,3,2,69,212200,19,212200,75,100,70,1
2023,3,2,33,95000,19,95000,75,100,70,1
2023,3,2,33,75000,19,75000,75,100,70,1
2023,3,2,47,195000,19,195000,75,0,70,1
2023,3,2,47,160000,19,160000,75,0,70,1
2023,3,2,4,230000,19,230000,75,0,70,1
2023,3,2,4,143200,19,143200,75,0,70,1
2023,2,2,17,105000,19,105000,75,50,70,0
2023,2,2,5,1700000,12,20670,39,100,38,0
2023,2,2,25,38000,8,46178,29,0,28,1
2023,2,2,25,35000,8,42533,29,0,28,1
2023,3,2,33,145000,19,145000,75,0,70,1
2023,3,2,25,168400,19,168400,75,0,70,1
2023,3,2,25,105200,19,105200,75,0,70,1
2023,3,2,69,190000,19,190000,75,0,70,1
2023,3,2,69,150000,19,150000,75,0,70,1
2023,3,2,4,150000,19,150000,75,100,70,1
2023,3,2,4,120000,19,120000,75,100,70,1
2023,3,2,33,120000,19,120000,75,0,70,1
2023,3,2,25,45000,8,54685,12,100,13,1
2023,3,2,25,35000,8,42533,12,100,13,1
2023,3,2,33,241000,19,241000,75,0,70,1
2023,3,2,33,155000,19,155000,75,0,70,1
2023,3,2,33,220000,19,220000,75,100,70,1
2023,3,2,33,190000,19,190000,75,100,70,1
2023,2,2,47,55000,8,66837,29,0,28,1
2023,2,2,47,45000,8,54685,29,0,28,1
2020,1,2,91,15000,19,15000,56,0,12,1
2023,2,2,55,70000,8,85066,29,100,28,1
2023,2,2,55,47500,8,57723,29,100,28,1
2023,0,2,25,85000,19,85000,75,100,70,1
2023,0,2,25,75000,19,75000,75,100,70,1
2023,3,2,33,160000,19,160000,75,0,70,1
2023,2,2,69,300000,19,300000,75,0,70,1
2023,2,2,69,250000,19,250000,75,0,70,1
2023,3,2,47,228000,19,228000,75,0,70,1
2023,3,2,47,186000,19,186000,75,0,70,1
2023,3,2,47,190000,19,190000,75,0,70,1
2023,2,2,88,230000,19,230000,75,0,70,1
2023,2,2,88,200000,19,200000,75,0,70,1
2023,3,2,31,180000,19,180000,75,100,70,1
2023,3,2,31,115000,19,115000,75,100,70,1
2023,3,2,31,200000,19,200000,75,100,70,1
2023,3,2,32,50000,7,53654,28,50,27,2
2023,1,2,33,220000,19,220000,75,0,70,1
2023,1,2,33,205000,19,205000,75,0,70,1
2023,2,2,33,180000,19,180000,75,0,70,1
2023,3,2,33,200000,19,200000,75,100,70,1
2023,3,2,33,150000,19,150000,75,100,70,1
2023,3,2,23,215000,19,215000,75,0,70,1
2023,3,2,23,170000,19,170000,75,0,70,1
2023,3,2,69,247500,19,247500,75,0,70,1
2023,3,2,69,172200,19,172200,75,0,70,1
2023,3,2,47,224000,19,224000,11,0,12,1
2023,3,2,47,176000,19,176000,11,0,12,1
2023,3,2,25,120000,19,120000,75,100,70,1
2023,3,2,25,75000,19,75000,75,100,70,1
2023,0,2,33,1400000,12,17022,39,100,38,0
2023,3,2,5,100000,0,68318,5,100,26,1
2023,2,2,1,100000,16,75020,27,0,26,1
2023,3,2,25,140000,19,140000,75,0,70,1
2023,3,2,25,120000,19,120000,75,0,70,1
2023,3,2,33,128000,19,128000,75,0,70,1
2023,1,2,58,329500,19,329500,75,0,70,1
2023,1,2,58,269600,19,269600,75,0,70,1
2023,3,2,41,100000,19,100000,75,0,70,1
2023,3,2,41,80000,19,80000,75,0,70,1
2023,3,2,47,250000,19,250000,75,0,70,1
2023,3,2,47,162500,19,162500,75,0,70,1
2023,2,2,1,200000,19,200000,75,100,70,1
2023,3,2,33,100000,19,100000,75,0,70,1
2023,1,2,33,145000,19,145000,75,0,70,1
2023,1,2,33,115000,19,115000,75,0,70,1
2023,3,2,47,203500,19,203500,75,0,70,1
2023,3,2,47,152000,19,152000,75,0,70,1
2023,3,2,47,239000,19,239000,75,0,70,0
2023,3,2,47,122900,19,122900,75,0,70,0
2023,3,2,47,237000,19,237000,75,0,70,1
2023,3,2,47,145000,19,145000,75,0,70,1
2023,3,2,45,191765,19,191765,75,0,70,1
2023,3,2,45,134236,19,134236,75,0,70,1
2023,3,2,4,190000,19,190000,75,100,70,1
2023,3,2,4,112000,19,112000,75,100,70,1
2022,3,2,47,84000,7,88256,26,100,28,0
2023,3,2,25,135000,19,135000,75,0,70,1
2023,3,2,25,105500,19,105500,75,0,70,1
2023,3,2,88,293000,19,293000,75,0,70,1
2023,3,2,88,185000,19,185000,75,0,70,1
2023,3,2,25,80000,19,80000,75,0,70,1
2023,3,2,25,70000,19,70000,75,0,70,1
2023,3,2,33,160000,19,160000,75,100,70,1
2023,3,2,47,175000,19,175000,75,100,70,1
2023,3,2,47,145000,19,145000,75,100,70,1
2023,3,2,25,200000,19,200000,75,0,70,1
2023,3,2,25,148500,19,148500,75,0,70,1
2023,3,2,33,240500,19,240500,75,0,70,0
2023,3,2,33,123700,19,123700,75,0,70,0
2023,3,2,4,152900,19,152900,75,100,70,1
2023,3,2,4,117100,19,117100,75,100,70,1
2023,3,2,4,173000,19,173000,75,100,70,1
2023,3,2,4,113000,19,113000,75,100,70,1
2023,3,2,8,260000,19,260000,75,0,70,0
2023,1,2,33,175000,19,175000,75,0,70,1
2023,1,2,33,110000,19,110000,75,0,70,1
2023,3,2,89,130000,19,130000,75,100,70,1
2023,3,2,89,110000,19,110000,75,100,70,1
2023,3,2,8,205000,19,205000,75,100,70,1
2023,3,2,8,184000,19,184000,75,100,70,1
2023,3,2,25,149500,19,149500,75,100,70,1
2023,3,2,25,127075,19,127075,75,100,70,1
2023,3,2,33,219535,19,219535,75,100,70,1
2023,3,2,33,146115,19,146115,75,100,70,1
2023,3,2,47,135000,19,135000,75,0,70,1
2023,3,2,47,199000,19,199000,75,0,70,1
2023,3,2,47,162000,19,162000,75,0,70,1
2023,1,2,4,221000,19,221000,75,100,70,1
2023,1,2,4,153000,19,153000,75,100,70,1
2023,3,2,25,187000,19,187000,75,0,70,1
2023,3,2,25,128000,19,128000,75,0,70,1
2023,3,2,89,210000,19,210000,75,0,70,1
2023,3,2,89,136000,19,136000,75,0,70,1
2023,3,2,47,100000,19,100000,75,100,70,1
2023,3,2,33,179000,19,179000,75,0,70,1
2023,3,2,33,109000,19,109000,75,0,70,1
2023,3,2,47,245000,19,245000,75,0,70,1
2023,3,2,47,180000,19,180000,75,0,70,1
2023,3,2,25,142000,19,142000,75,100,70,1
2023,3,2,37,198800,19,198800,75,0,70,1
2023,3,2,37,105200,19,105200,75,0,70,1
2023,3,2,25,125000,19,125000,75,100,70,1
2023,3,2,25,112000,19,112000,75,100,70,1
2023,3,2,47,210000,19,210000,75,0,70,1
2023,3,2,47,155000,19,155000,75,0,70,1
2023,3,2,37,115000,19,115000,75,100,70,1
2023,3,2,37,86000,19,86000,75,100,70,1
2023,3,2,47,165000,19,165000,75,0,70,1
2023,3,2,47,140000,19,140000,75,0,70,1
2023,3,2,25,139000,19,139000,75,0,70,1
2023,3,2,25,106000,19,106000,75,0,70,1
2023,0,2,25,55000,2,40663,11,0,12,0
2022,3,2,1,275000,19,275000,11,0,12,2
2023,3,1,73,50000,19,50000,74,50,69,2
2023,2,2,69,280700,19,280700,75,100,70,1
2023,2,2,69,150450,19,150450,75,100,70,1
2023,0,2,47,70000,2,51753,11,100,12,0
2023,3,2,31,250500,19,250500,75,0,70,1
2023,3,2,31,159500,19,159500,75,0,70,1
2023,0,2,47,130001,19,130001,75,100,70,1
2023,0,2,47,71907,19,71907,75,100,70,1
2023,2,2,47,93918,19,93918,75,100,70,1
2023,2,2,47,51962,19,51962,75,100,70,1
2023,3,2,25,175000,19,175000,11,100,12,1
2023,3,2,25,135000,19,135000,11,100,12,1
2023,3,2,69,257000,19,257000,75,0,70,1
2023,3,2,69,147000,19,147000,75,0,70,1
2023,3,2,33,222000,19,222000,75,100,70,1
2023,3,2,47,203000,19,203000,75,100,70,1
2023,3,2,47,133200,19,133200,75,100,70,1
2023,3,2,33,221000,19,221000,75,0,70,1
2023,3,2,33,147000,19,147000,75,0,70,1
2023,3,2,47,185900,19,185900,75,0,70,1
2023,3,2,47,129300,19,129300,75,0,70,1
2023,3,2,47,238000,19,238000,75,100,70,1
2023,3,2,47,156000,19,156000,75,100,70,1
2023,3,2,69,304000,19,304000,75,100,70,1
2023,3,2,69,199000,19,199000,75,100,70,1
2023,2,2,16,45000,7,48289,26,100,25,1
2023,3,2,33,150000,19,150000,75,0,70,1
2023,3,2,33,130000,19,130000,75,0,70,1
2023,3,2,47,140000,19,140000,75,100,70,1
2023,3,2,47,110000,19,110000,75,100,70,1
2023,2,2,25,90000,19,90000,75,0,70,1
2023,2,2,25,75000,19,75000,75,0,70,1
2023,2,2,89,161200,8,195895,29,0,28,1
2023,2,2,89,84570,8,102772,29,0,28,1
2023,3,2,33,240000,19,240000,75,0,70,1
2023,3,2,33,183600,19,183600,75,0,70,1
2023,2,2,49,130000,19,130000,75,0,70,1
2023,2,2,49,80000,19,80000,75,0,70,1
2023,3,2,33,250000,19,250000,75,0,70,1
2023,3,2,29,160000,19,160000,75,100,70,1
2023,3,2,29,120000,19,120000,75,100,70,1
2023,3,2,69,289076,19,289076,75,0,70,1
2023,3,2,69,202353,19,202353,75,0,70,1
2023,3,2,25,155000,19,155000,75,0,70,1
2023,3,2,33,200000,19,200000,75,0,70,1
2023,3,2,47,157750,19,157750,75,100,70,1
2023,3,2,47,104650,19,104650,75,100,70,1
2023,2,2,47,180000,19,180000,75,100,70,1
2023,2,2,47,140000,19,140000,75,100,70,1
2023,1,2,47,200000,19,200000,75,0,70,1
2023,1,2,47,145000,19,145000,75,0,70,1
2023,2,2,62,68000,19,68000,75,0,70,0
2023,0,2,13,60000,19,60000,75,100,70,1
2023,2,2,33,125000,19,125000,75,0,70,1
2023,2,2,33,90000,19,90000,75,0,70,1
2023,3,2,25,105000,19,105000,75,100,70,1
2023,3,2,25,90000,19,90000,75,100,70,1
2023,0,2,88,155000,19,155000,75,0,70,1
2023,0,2,88,125000,19,125000,75,0,70,1
2023,3,2,69,241000,19,241000,75,0,70,1
2023,3,2,69,181000,19,181000,75,0,70,1
2023,3,2,47,252000,19,252000,75,0,70,1
2023,3,2,47,154000,19,154000,75,0,70,1
2023,1,2,31,180000,19,180000,75,0,70,1
2023,1,2,31,155000,19,155000,75,0,70,1
2023,3,2,47,191765,19,191765,75,0,70,1
2023,3,2,47,134236,19,134236,75,0,70,1
2023,3,2,33,146000,19,146000,75,0,70,1
2023,3,2,33,75000,19,75000,75,0,70,1
2023,0,2,25,64200,19,64200,75,100,70,1
2023,0,2,25,56100,19,56100,75,100,70,1
2023,3,2,69,170000,19,170000,75,0,70,1
2023,3,2,25,208450,19,208450,75,100,70,1
2023,3,2,25,170550,19,170550,75,100,70,1
2023,3,2,69,125000,19,125000,75,0,70,1
2023,3,2,69,100000,19,100000,75,0,70,1
2023,2,2,37,135000,19,135000,75,0,70,1
2023,2,2,37,120000,19,120000,75,0,70,1
2023,3,2,47,200000,19,200000,75,100,70,1
2023,3,2,47,170000,19,170000,75,100,70,1
2023,3,2,47,171250,19,171250,37,0,36,1
2023,3,2,47,113750,19,113750,37,0,36,1
2023,3,2,25,153600,19,153600,75,0,70,1
2023,3,2,25,100500,19,100500,75,0,70,1
2023,3,2,69,115000,19,115000,11,100,12,1
2023,3,2,69,95000,19,95000,11,100,12,1
2023,2,2,25,182500,19,182500,75,0,70,1
2023,2,2,25,121500,19,121500,75,0,70,1
2023,3,2,33,203100,19,203100,75,0,70,1
2023,3,2,33,114500,19,114500,75,0,70,1
2023,2,2,25,60000,8,72914,29,0,28,1
2023,2,2,25,45000,8,54685,29,0,28,1
2023,0,2,33,92700,19,92700,75,100,70,1
2023,0,2,33,61800,19,61800,75,100,70,1
2023,3,2,33,130000,19,130000,75,100,70,1
2023,3,2,47,258000,19,258000,11,0,12,1
2023,3,2,47,190000,19,190000,11,0,12,1
2023,2,2,31,167500,19,167500,75,0,70,1
2023,2,2,31,106500,19,106500,75,0,70,1
2023,2,2,33,146000,19,146000,75,0,70,1
2023,2,2,33,75000,19,75000,75,0,70,1
2022,0,2,33,57000,7,59888,57,100,54,0
2023,1,2,33,286000,19,286000,75,100,70,1
2023,1,2,33,207000,19,207000,75,100,70,1
2023,3,2,25,80000,19,80000,75,100,70,1
2023,3,2,33,223250,19,223250,75,0,70,1
2023,3,2,33,178600,19,178600,75,0,70,1
2023,1,2,53,353200,19,353200,75,0,70,1
2023,1,2,53,249300,19,249300,75,0,70,1
2023,2,2,74,230000,19,230000,75,0,70,1
2023,2,2,74,220000,19,220000,75,0,70,1
2023,3,2,47,297300,19,297300,75,100,70,1
2023,3,2,47,198200,19,198200,75,100,70,1
2023,2,2,89,210000,19,210000,75,100,70,1
2023,2,2,89,151800,19,151800,75,100,70,1
2023,3,2,47,317070,19,317070,75,0,70,1
2023,3,2,47,170730,19,170730,75,0,70,1
2023,0,2,17,20000,7,21461,26,0,25,1
2023,3,2,1,108000,19,108000,74,0,69,1
2023,3,2,1,60000,19,60000,74,0,69,1
2023,2,2,67,134000,19,134000,75,100,70,1
2023,2,2,67,124000,19,124000,75,100,70,1
2023,3,2,33,171250,19,171250,75,0,70,1
2023,3,2,33,113750,19,113750,75,0,70,1
2023,3,2,47,225000,19,225000,75,0,70,1
2023,3,2,47,175000,19,175000,75,0,70,1
2023,3,2,33,230000,19,230000,75,0,70,1
2023,3,2,33,124500,19,124500,75,0,70,1
2023,3,2,25,175000,19,175000,75,0,70,1
2023,3,2,25,148700,19,148700,75,0,70,1
2023,3,2,25,125600,19,125600,75,0,70,1
2023,3,2,89,200000,19,200000,75,0,70,1
2023,3,2,89,150000,19,150000,75,0,70,1
2023,0,2,88,160000,19,160000,75,0,70,1
2023,0,2,88,120000,19,120000,75,0,70,1
2023,3,2,25,185000,19,185000,75,100,70,1
2023,3,2,25,120250,19,120250,75,100,70,1
2023,3,2,47,183000,19,183000,75,100,70,1
2023,3,2,31,170000,19,170000,75,100,70,1
2023,3,2,31,125000,19,125000,75,100,70,1
2023,3,2,89,250000,19,250000,75,0,70,1
2023,2,2,69,135000,19,135000,75,50,70,0
2023,3,2,3,1500000,11,423834,38,0,37,0
2023,3,2,69,216000,19,216000,75,100,70,1
2023,3,2,69,184000,19,184000,75,100,70,1
2023,3,2,33,180000,19,180000,75,100,70,1
2023,3,2,33,165000,19,165000,75,100,70,1
2023,2,2,33,143865,19,143865,75,0,70,1
2023,2,2,33,115092,19,115092,75,0,70,1
2023,2,2,69,130000,19,130000,75,0,70,1
2023,2,2,69,90000,19,90000,75,0,70,1
2023,3,2,47,173000,19,173000,75,100,70,1
2023,3,2,47,132000,19,132000,75,100,70,1
2023,3,2,25,208049,19,208049,75,0,70,1
2023,3,2,25,128500,19,128500,75,0,70,1
2023,3,2,33,167500,19,167500,75,0,70,1
2023,3,2,33,106500,19,106500,75,0,70,1
2023,2,2,33,149600,19,149600,75,0,70,1
2023,2,2,33,102000,19,102000,75,0,70,1
2023,1,2,47,100000,19,100000,75,0,70,1
2023,3,2,25,190000,19,190000,75,100,70,1
2023,3,2,25,95000,19,95000,75,100,70,1
2023,3,2,25,106800,19,106800,75,0,70,1
2023,2,2,47,90000,7,96578,37,0,36,1
2023,2,2,47,75000,7,80481,37,0,36,1
2023,2,2,25,128000,19,128000,75,0,70,1
2023,2,2,25,85000,19,85000,75,0,70,1
2023,2,2,33,151000,19,151000,75,0,70,1
2023,2,2,33,140000,19,140000,75,0,70,1
2023,3,2,74,220000,19,220000,75,0,70,1
2023,3,2,74,170000,19,170000,75,0,70,1
2023,0,2,9,7000,19,7000,30,0,29,2
2023,0,2,7,40000,7,42923,20,50,20,1
2023,3,2,33,160000,19,160000,11,100,12,1
2023,3,2,33,145000,19,145000,11,100,12,1
2023,2,2,25,154000,19,154000,75,0,70,1
2023,2,2,25,143000,19,143000,75,0,70,1
2023,2,2,47,65000,8,78990,29,0,28,1
2023,2,2,47,42000,8,51039,29,0,28,1
2023,0,2,47,190000,19,190000,75,0,70,1
2023,0,2,47,120000,19,120000,75,0,70,1
2023,2,2,47,70000,8,85066,29,0,28,1
2023,2,2,47,90000,8,109371,29,0,28,1
2023,2,2,47,60000,8,72914,29,0,28,1
2023,3,2,33,111000,19,111000,75,0,70,1
2023,1,2,33,265000,19,265000,75,0,70,1
2023,1,2,33,235000,19,235000,75,0,70,1
2023,0,2,47,112000,3,121093,13,50,14,0
2022,2,2,47,70000,7,73546,20,100,20,1
2023,2,2,33,75000,19,75000,75,100,70,1
2023,2,2,33,60400,19,60400,75,100,70,1
2022,3,2,64,164000,7,172309,37,100,36,0
2023,2,2,47,56000,7,60093,4,100,20,1
2023,2,2,25,83500,19,83500,75,100,70,1
2023,2,2,25,52500,19,52500,75,100,70,1
2023,3,2,47,201036,19,201036,75,0,70,1
2023,3,2,47,134024,19,134024,75,0,70,1
2023,3,2,25,165000,19,165000,75,100,70,1
2023,3,2,25,140000,19,140000,75,100,70,1
2023,0,2,33,62000,19,62000,75,100,70,1
2023,0,2,33,58000,19,58000,75,100,70,1
2023,3,2,47,172000,19,172000,75,0,70,1
2023,3,2,47,115000,19,115000,75,0,70,1
2023,0,2,33,125000,19,125000,75,0,70,1
2023,0,2,33,90000,19,90000,75,0,70,1
2023,3,2,33,163800,19,163800,75,0,70,1
2023,3,2,33,126000,19,126000,75,0,70,1
2023,2,2,33,90000,19,90000,75,100,70,1
2023,3,2,33,139500,19,139500,75,0,70,1
2023,3,2,33,109400,19,109400,75,0,70,1
2023,2,2,33,145000,19,145000,75,0,70,1
2023,2,2,33,120000,19,120000,75,0,70,1
2023,3,2,33,205600,19,205600,75,0,70,0
2023,3,2,33,105700,19,105700,75,0,70,0
2023,3,2,47,239748,19,239748,75,0,70,1
2023,3,2,47,159832,19,159832,75,0,70,1
2023,3,2,47,186300,19,186300,75,100,70,1
2023,3,2,47,102500,19,102500,75,100,70,1
2023,3,2,47,126000,19,126000,75,0,70,1
2023,3,2,31,149040,19,149040,75,100,70,1
2023,3,2,31,113900,19,113900,75,100,70,1
2023,3,2,33,153600,19,153600,75,100,70,1
2023,3,2,33,106800,19,106800,75,100,70,1
2023,3,2,33,172600,19,172600,75,100,70,1
2023,3,2,33,107900,19,107900,75,100,70,1
2023,3,2,25,180180,19,180180,75,0,70,1
2023,3,2,25,106020,19,106020,75,0,70,1
2023,3,2,31,376080,19,376080,75,100,70,1
2023,3,2,31,213120,19,213120,75,100,70,1
2023,3,2,25,206500,19,206500,75,100,70,1
2023,3,2,25,121600,19,121600,75,100,70,1
2023,3,2,33,260000,19,260000,75,0,70,1
2023,3,2,33,225000,19,225000,75,0,70,1
2023,1,2,33,194500,19,194500,75,0,70,1
2023,1,2,33,115500,19,115500,75,0,70,1
2023,3,2,21,170000,19,170000,75,100,70,0
2023,3,2,7,90000,19,90000,75,100,70,0
2023,0,2,25,95000,19,95000,75,100,70,1
2023,0,2,25,70000,19,70000,75,100,70,1
2023,3,2,33,275000,19,275000,75,0,70,1
2023,3,2,25,115934,19,115934,75,100,70,1
2023,3,2,25,81666,19,81666,75,100,70,1
2023,3,2,69,150000,19,150000,75,100,70,1
2023,3,2,69,120000,19,120000,75,100,70,1
2023,3,2,88,200000,19,200000,75,0,70,1
2023,3,2,88,175000,19,175000,75,0,70,1
2023,2,2,25,206000,19,206000,75,0,70,1
2023,2,2,25,130000,19,130000,75,0,70,1
2023,3,2,31,138000,19,138000,29,100,28,1
2023,3,2,31,92000,19,92000,29,100,28,1
2023,3,2,37,65000,19,65000,16,0,17,1
2023,3,2,37,48000,19,48000,16,0,17,1
2023,3,2,25,110000,19,110000,75,100,70,1
2023,3,2,4,130000,19,130000,75,0,70,1
2023,3,2,4,87000,19,87000,75,0,70,1
2023,2,2,25,160000,19,160000,75,0,70,1
2023,2,2,25,112000,19,112000,75,0,70,1
2023,3,2,45,299500,19,299500,75,0,70,1
2023,3,2,45,245100,19,245100,75,0,70,1
2023,2,2,47,145000,19,145000,75,0,70,1
2023,2,2,47,100000,19,100000,75,0,70,1
2023,3,2,33,147100,19,147100,75,0,70,1
2023,0,2,33,115100,19,115100,75,0,70,1
2023,0,2,33,73900,19,73900,75,0,70,1
2023,3,2,33,168400,19,168400,75,0,70,1
2023,3,2,33,105200,19,105200,75,0,70,1
2023,2,2,25,100000,19,100000,75,0,70,1
2023,2,2,33,70000,8,85066,29,100,28,1
2023,2,2,33,47500,8,57723,29,100,28,1
2023,2,2,33,95000,19,95000,75,0,70,1
